Age,Gender,District,Region,Location Type,Customer Type,Employment Status,Income Level,Education Level,Tenure,Balance,Credit Score,Outstanding Loans,Num Of Products,Mobile Banking Usage,Number of Transactions per Month,Num Of Complaints,Proximity to Nearest Branch or ATM (km),Mobile Network Quality,Owns Mobile Phone
56,Female,Karonga,Northern,Rural,Retail,Employed,129461,Primary,20,972877,702,25120,5,No,2,2,35.5,Poor,Yes
18,Male,Nkhotakota,Central,Rural,Corporate,Self Employed,156505,Secondary,5,470043,313,1573283,5,No,1,9,30.5,Poor,Yes
53,Male,Likoma,Northern,Rural,SME,Not Employed,47057,Secondary,27,51430,338,1287031,7,No,1,4,44.5,Poor,Yes
78,Female,Dedza,Central,Rural,Retail,Self Employed,56488,Primary,15,517376,610,515347,6,No,0,9,40.0,Poor,Yes
75,Female,Chikwawa,Southern,Rural,SME,Self Employed,219895,Secondary,5,67100,509,1225976,7,No,1,10,27.0,Poor,Yes
72,Female,Machinga,Southern,Rural,Retail,Employed,1790833,Tertiary,22,674460,358,292571,2,No,0,6,10.5,Poor,Yes
16,Female,Blantyre,Southern,Rural,Retail,Self Employed,1885965,Tertiary,16,2917123,589,2168452,6,No,0,2,29.4,Fair,Yes
75,Male,Phalombe,Southern,Rural,Retail,Employed,2488036,Tertiary,6,413564,512,1102473,5,No,0,2,40.1,Fair,No
85,Female,Mangochi,Southern,Rural,Retail,Not Employed,39536,Secondary,30,1403066,350,877622,7,No,1,7,39.8,Poor,Yes
31,Male,Lilongwe,Central,Rural,Retail,Not Employed,49869,Primary,2,529826,368,76807,1,No,5,3,12.2,Poor,No
54,Male,Balaka,Southern,Rural,Retail,Not Employed,78386,Primary,28,3312068,309,1172926,7,No,2,6,47.5,Poor,Yes
42,Female,Thyolo,Southern,Rural,Retail,Employed,201423,Primary,17,714678,422,926198,6,No,0,5,46.3,Poor,Yes
71,Female,Zomba,Southern,Rural,SME,Self Employed,920737,Secondary,20,881092,478,1366664,1,No,1,7,47.7,Fair,Yes
34,Female,Nsanje,Southern,Rural,SME,Not Employed,85827,Secondary,23,1927755,301,83896,3,No,1,7,10.5,Poor,Yes
17,Male,Chiradzulu,Southern,Rural,Retail,Employed,1624906,Tertiary,26,395545,534,1765330,7,No,5,7,12.7,Poor,No
45,Female,Chitipa,Northern,Rural,Retail,Employed,199794,Secondary,14,468271,418,1830779,5,No,0,5,28.5,Poor,Yes
16,Female,Karonga,Northern,Rural,SME,Employed,28863,Primary,21,2107779,684,15920,3,No,1,5,47.4,Poor,Yes
81,Male,Rumphi,Northern,Rural,SME,Employed,278581,Primary,2,272313,320,1687097,3,No,0,9,36.3,Poor,No
20,Male,Karonga,Northern,Rural,Retail,Employed,94767,Primary,21,2495413,471,552771,7,No,4,7,25.1,Poor,Yes
58,Male,Karonga,Northern,Rural,Retail,Not Employed,45813,Primary,8,818472,652,1111906,3,No,0,6,42.9,Poor,No
24,Male,Rumphi,Northern,Rural,SME,Employed,715255,Secondary,2,441272,439,106117,1,Yes,1,6,42.9,Fair,Yes
96,Female,Phalombe,Southern,Rural,Retail,Employed,92114,Primary,2,359416,643,928304,1,No,0,6,41.4,Poor,No
26,Female,Lilongwe,Central,Rural,Retail,Employed,779380,Secondary,13,662254,645,274896,6,No,2,3,24.4,Poor,No
24,Female,Ntchisi,Central,Rural,SME,Employed,32989,Primary,5,1109086,595,1537618,7,No,0,7,10.3,Poor,Yes
94,Male,Lilongwe,Central,Rural,Retail,Not Employed,61422,Secondary,24,231630,338,1353018,2,No,5,9,20.8,Fair,No
31,Female,Neno,Southern,Rural,SME,Employed,249043,Primary,22,729002,362,894008,2,No,0,8,26.8,Poor,No
81,Female,Dedza,Central,Rural,Retail,Employed,46057,Primary,24,268363,649,672478,4,No,2,10,21.8,Poor,Yes
66,Female,Dedza,Central,Rural,Retail,Not Employed,54476,Secondary,28,2197145,516,2132523,7,No,1,9,47.0,Good,Yes
53,Male,Nkhotakota,Central,Rural,SME,Self Employed,1134982,Tertiary,23,545016,327,299837,1,No,1,9,34.7,Poor,No
27,Male,Rumphi,Northern,Rural,SME,Self Employed,768948,Secondary,1,2582473,559,355132,7,No,2,6,45.2,Fair,No
60,Male,Nkhotakota,Central,Rural,Retail,Not Employed,40241,Secondary,4,24353,564,1664197,5,Yes,2,10,28.9,Good,Yes
17,Female,Machinga,Southern,Rural,SME,Employed,45107,Primary,1,3412977,553,1219947,5,No,2,3,37.6,Good,Yes
46,Male,Nkhotakota,Central,Rural,Retail,Not Employed,41672,Primary,5,3276718,696,59635,5,No,0,6,31.7,Fair,Yes
22,Male,Blantyre,Southern,Rural,SME,Not Employed,44102,Secondary,30,561188,366,442377,6,Yes,1,5,28.5,Fair,Yes
61,Male,Mulanje,Southern,Rural,SME,Self Employed,176385,Primary,13,78213,308,1336469,5,No,0,9,32.3,Fair,Yes
41,Male,Rumphi,Northern,Rural,SME,Employed,129833,Primary,1,709702,497,2001646,2,No,2,7,43.7,Fair,Yes
30,Female,Machinga,Southern,Rural,Retail,Not Employed,20503,Primary,4,541222,577,1620524,4,No,3,8,42.0,Poor,No
30,Male,Balaka,Southern,Rural,SME,Employed,1176398,Tertiary,26,350955,508,11581,6,No,3,9,33.1,Good,No
49,Female,Mangochi,Southern,Rural,Retail,Employed,1955769,Tertiary,24,513393,599,316167,6,No,1,3,39.5,Fair,Yes
43,Female,Nkhata Bay,Northern,Rural,SME,Self Employed,2357477,Tertiary,25,113027,526,1576808,3,No,0,7,47.8,Poor,Yes
17,Female,Phalombe,Southern,Rural,Retail,Self Employed,245310,Primary,16,3267358,596,1744473,4,No,0,4,36.4,Poor,Yes
75,Female,Mangochi,Southern,Rural,Retail,Employed,1080863,Tertiary,5,175021,482,1944936,7,No,2,1,31.2,Poor,Yes
17,Male,Karonga,Northern,Rural,Retail,Employed,27363,Primary,20,3101562,735,768256,1,No,2,10,34.7,Poor,Yes
25,Female,Nkhotakota,Central,Rural,SME,Not Employed,85250,Secondary,26,3371455,316,1280862,3,No,2,1,41.3,Poor,No
17,Female,Blantyre,Southern,Rural,SME,Employed,193323,Primary,30,697741,361,1996498,3,No,2,1,10.4,Fair,No
63,Male,Lilongwe,Central,Rural,Retail,Not Employed,47549,Secondary,12,822742,547,187431,2,Yes,2,8,22.9,Good,No
19,Female,Chiradzulu,Southern,Rural,SME,Employed,102664,Primary,7,79691,506,242867,6,Yes,2,10,26.3,Poor,No
19,Female,Mangochi,Southern,Rural,Retail,Self Employed,291347,Primary,24,667473,554,172448,4,Yes,0,4,27.2,Poor,Yes
80,Male,Chitipa,Northern,Rural,Retail,Self Employed,210371,Primary,26,585907,481,1851123,6,No,2,1,41.7,Fair,No
29,Male,Chikwawa,Southern,Rural,Corporate,Self Employed,51237,Primary,30,497965,524,1185166,5,No,1,1,43.4,Good,Yes
55,Female,Rumphi,Northern,Rural,Retail,Self Employed,82131,Primary,7,420149,501,285117,3,No,0,4,10.4,Fair,Yes
72,Female,Balaka,Southern,Rural,SME,Self Employed,43553,Primary,14,238006,361,221904,4,No,1,5,46.8,Poor,Yes
32,Female,Balaka,Southern,Rural,Retail,Not Employed,20914,Primary,17,2644573,573,67759,3,Yes,2,8,38.4,Fair,No
19,Male,Ntcheu,Central,Rural,Retail,Self Employed,468458,Secondary,20,1911475,425,88961,7,No,5,4,36.7,Poor,Yes
19,Male,Ntchisi,Central,Rural,Retail,Not Employed,38645,Secondary,26,3401424,636,442316,5,No,2,6,22.7,Good,Yes
19,Male,Dedza,Central,Rural,Corporate,Not Employed,86996,Tertiary,15,894680,423,1588831,3,No,1,1,23.6,Poor,Yes
47,Female,Dowa,Central,Rural,Retail,Not Employed,44986,Secondary,20,2868774,394,298623,2,No,1,10,49.2,Poor,No
80,Female,Karonga,Northern,Rural,Retail,Employed,193750,Secondary,4,742248,382,98547,6,Yes,0,5,25.8,Poor,Yes
62,Female,Mulanje,Southern,Rural,Retail,Employed,311750,Secondary,3,155025,591,2040345,6,No,2,1,22.3,Poor,Yes
31,Female,Rumphi,Northern,Rural,Retail,Self Employed,653309,Secondary,17,128205,403,105470,3,No,2,3,44.6,Poor,No
76,Male,Phalombe,Southern,Rural,Retail,Not Employed,26018,Primary,19,857884,554,1569985,2,Yes,2,8,23.4,Poor,Yes
45,Female,Blantyre,Southern,Rural,Retail,Self Employed,289648,Primary,1,55210,414,73909,3,No,5,4,31.8,Fair,No
49,Male,Blantyre,Southern,Rural,Retail,Employed,393525,Secondary,6,446265,503,701707,5,No,2,8,10.1,Poor,No
20,Female,Nkhata Bay,Northern,Rural,Retail,Not Employed,88308,Primary,23,3642212,304,20986,5,Yes,4,6,25.9,Poor,No
71,Female,Likoma,Northern,Rural,Retail,Self Employed,293600,Secondary,29,418665,531,1477689,7,No,2,3,44.9,Poor,Yes
34,Female,Blantyre,Southern,Rural,Retail,Not Employed,39944,Primary,11,2467719,361,1931580,4,No,2,8,42.5,Poor,Yes
86,Female,Mulanje,Southern,Rural,Retail,Employed,949063,Secondary,25,986926,458,385065,7,No,1,3,22.2,Good,Yes
22,Female,Salima,Central,Rural,Retail,Self Employed,119140,Primary,3,2273362,337,970722,6,No,2,5,33.0,Poor,Yes
19,Male,Balaka,Southern,Rural,SME,Employed,1028346,Tertiary,22,556675,578,620279,7,No,3,9,24.0,Poor,Yes
92,Female,Lilongwe,Central,Rural,Retail,Self Employed,572298,Secondary,28,49052,486,1603308,7,No,0,3,30.3,Poor,Yes
16,Male,Chiradzulu,Southern,Rural,SME,Employed,821152,Secondary,16,2046876,441,1312134,5,No,0,10,22.9,Poor,No
73,Male,Mzimba,Northern,Rural,Retail,Not Employed,50492,Secondary,3,958836,397,407877,6,Yes,1,8,25.5,Poor,No
21,Male,Salima,Central,Rural,Corporate,Self Employed,1322599,Tertiary,25,517495,403,260574,2,No,1,6,21.2,Poor,Yes
23,Male,Blantyre,Southern,Rural,SME,Not Employed,76167,Primary,24,512035,393,486150,4,No,4,4,45.5,Poor,No
17,Female,Kasungu,Central,Rural,Corporate,Employed,235047,Primary,28,188261,496,1741694,2,No,2,8,36.2,Poor,Yes
96,Female,Rumphi,Northern,Rural,Retail,Not Employed,21486,Secondary,12,2205098,433,141411,6,No,2,7,42.2,Fair,No
27,Male,Zomba,Southern,Rural,Retail,Employed,66590,Primary,29,543009,790,2154294,5,Yes,1,6,32.9,Poor,Yes
81,Male,Rumphi,Northern,Rural,Retail,Employed,703484,Secondary,19,668222,557,2145525,4,No,0,2,20.8,Good,No
28,Female,Phalombe,Southern,Rural,Corporate,Employed,719787,Secondary,10,141665,493,1189924,3,No,1,7,49.3,Poor,Yes
35,Female,Salima,Central,Rural,Retail,Not Employed,40947,Secondary,25,103058,805,1208809,7,No,0,9,20.6,Fair,Yes
19,Male,Mzimba,Northern,Rural,Retail,Self Employed,2114830,Tertiary,23,3652010,552,52819,5,Yes,2,6,12.4,Good,Yes
26,Female,Mangochi,Southern,Rural,SME,Self Employed,958710,Tertiary,1,3889,454,1000397,1,No,4,9,33.8,Poor,Yes
26,Female,Ntcheu,Central,Rural,SME,Self Employed,57655,Primary,26,318444,528,1627199,6,No,3,10,14.1,Fair,No
41,Female,Rumphi,Northern,Rural,Retail,Self Employed,1343430,Tertiary,16,493730,352,1710010,3,No,0,5,37.5,Fair,No
16,Male,Nsanje,Southern,Rural,Retail,Employed,21258,Primary,29,2340838,512,2145373,4,No,0,1,13.5,Poor,Yes
17,Female,Likoma,Northern,Rural,Retail,Employed,478815,Secondary,10,3281097,433,1405105,6,No,1,2,31.8,Poor,Yes
26,Female,Nkhata Bay,Northern,Rural,Retail,Not Employed,81051,Primary,16,375124,678,1392962,4,No,5,8,26.9,Good,No
18,Female,Chikwawa,Southern,Rural,Retail,Self Employed,13579,Primary,20,2389550,362,8649,7,Yes,2,2,15.5,Poor,No
20,Male,Zomba,Southern,Rural,Corporate,Self Employed,723422,Secondary,23,340659,488,1999772,6,No,0,9,39.7,Poor,No
46,Female,Lilongwe,Central,Rural,SME,Not Employed,58970,Primary,21,20092,580,1777822,7,No,1,4,46.7,Fair,No
92,Female,Likoma,Northern,Rural,Retail,Employed,84470,Primary,6,2763841,590,2192412,3,No,1,9,37.2,Poor,Yes
74,Female,Ntchisi,Central,Rural,Retail,Self Employed,370992,Secondary,13,90972,544,871103,1,No,1,5,27.6,Poor,Yes
20,Female,Salima,Central,Rural,SME,Self Employed,537272,Secondary,26,859841,390,237873,6,No,5,7,45.8,Poor,Yes
70,Male,Thyolo,Southern,Rural,Retail,Not Employed,11252,Secondary,2,2885591,354,1979753,6,No,1,7,36.3,Poor,Yes
29,Female,Ntcheu,Central,Rural,Retail,Employed,202378,Primary,4,3314920,335,718606,6,No,1,3,44.4,Poor,Yes
28,Female,Mulanje,Southern,Rural,Retail,Self Employed,253649,Primary,16,1049847,459,80531,2,No,5,1,46.1,Fair,Yes
90,Female,Lilongwe,Central,Rural,Retail,Employed,2133667,Tertiary,5,933068,380,59671,5,No,3,2,36.7,Fair,Yes
79,Female,Mchinji,Central,Rural,SME,Not Employed,41557,Primary,2,882168,404,1822730,2,No,0,9,11.4,Good,No
19,Male,Neno,Southern,Rural,Retail,Employed,76261,Primary,2,3695788,445,643245,3,No,5,10,44.6,Fair,Yes
18,Male,Balaka,Southern,Rural,Retail,Not Employed,96343,Secondary,3,2697546,324,819650,1,Yes,1,8,30.6,Fair,No
64,Male,Karonga,Northern,Rural,SME,Not Employed,77716,Tertiary,13,670924,372,1285327,1,No,0,4,32.7,Poor,No
70,Male,Salima,Central,Rural,Retail,Employed,113296,Primary,13,1957661,351,63169,1,No,0,4,24.5,Poor,Yes
47,Female,Dedza,Central,Rural,Retail,Not Employed,76956,Primary,25,1462292,544,1190997,3,No,0,6,48.1,Poor,Yes
68,Male,Ntchisi,Central,Rural,Retail,Not Employed,21114,Secondary,11,274170,565,613835,5,No,5,7,42.3,Poor,No
28,Male,Kasungu,Central,Rural,SME,Not Employed,11244,Primary,8,1688958,375,2195207,5,No,1,6,16.4,Poor,No
79,Female,Nkhotakota,Central,Rural,Retail,Self Employed,238612,Secondary,30,271780,725,70988,5,No,1,4,37.5,Fair,Yes
17,Female,Dedza,Central,Rural,Retail,Not Employed,23668,Secondary,12,3785497,804,1456832,5,No,1,9,28.2,Fair,No
42,Female,Lilongwe,Central,Rural,Corporate,Employed,756168,Tertiary,29,52362,391,61459,3,No,2,8,24.2,Poor,Yes
40,Male,Nsanje,Southern,Rural,SME,Not Employed,81434,Tertiary,29,652611,340,2019269,2,No,1,2,22.4,Poor,Yes
74,Female,Dowa,Central,Rural,Retail,Not Employed,35177,Primary,14,386706,760,58240,7,No,3,7,45.1,Poor,No
23,Female,Blantyre,Southern,Rural,Retail,Self Employed,721405,Secondary,16,545229,503,2112705,1,Yes,1,1,48.2,Fair,Yes
73,Male,Machinga,Southern,Rural,Retail,Not Employed,50122,Primary,6,2824069,425,267009,6,No,1,9,43.7,Poor,No
18,Female,Mwanza,Southern,Rural,Corporate,Self Employed,32319,Primary,15,122533,327,341736,6,No,0,6,12.8,Poor,No
43,Female,Dedza,Central,Rural,Retail,Self Employed,1404464,Tertiary,19,793757,589,18424,3,No,5,5,31.1,Poor,No
29,Male,Kasungu,Central,Rural,SME,Self Employed,32440,Primary,4,1685693,442,436707,6,No,1,2,23.5,Poor,No
28,Female,Zomba,Southern,Rural,Retail,Employed,785840,Tertiary,20,2705386,608,92699,1,No,2,5,36.8,Good,Yes
81,Male,Nsanje,Southern,Rural,SME,Employed,124921,Primary,11,950701,596,1997291,2,No,2,10,49.0,Fair,No
25,Male,Nkhotakota,Central,Rural,Retail,Not Employed,11204,Secondary,27,1149723,597,886623,7,Yes,0,6,24.4,Fair,No
31,Female,Nkhotakota,Central,Rural,Retail,Employed,298881,Primary,10,765723,510,300537,5,No,2,5,43.6,Fair,Yes
68,Male,Nsanje,Southern,Rural,SME,Self Employed,866575,Secondary,24,630387,367,2104195,6,No,0,6,45.6,Poor,Yes
57,Female,Likoma,Northern,Rural,SME,Employed,2262042,Tertiary,27,211110,499,76571,4,No,4,10,35.7,Fair,Yes
29,Female,Chiradzulu,Southern,Rural,Retail,Not Employed,13267,Tertiary,27,2995759,684,778576,5,No,1,8,38.2,Fair,Yes
19,Female,Neno,Southern,Rural,SME,Employed,20415,Primary,15,63468,593,941748,3,Yes,0,4,29.2,Poor,Yes
22,Female,Dowa,Central,Rural,Retail,Employed,1187796,Tertiary,13,173676,364,300300,6,No,5,5,34.0,Poor,No
17,Male,Mchinji,Central,Rural,SME,Employed,1909418,Tertiary,8,625505,779,1695393,5,No,1,7,28.1,Poor,No
45,Female,Machinga,Southern,Rural,Retail,Not Employed,23192,Tertiary,18,684143,456,1230407,7,No,0,3,13.4,Poor,No
51,Female,Machinga,Southern,Rural,SME,Employed,1068102,Tertiary,22,786909,508,1542485,1,No,1,10,27.3,Poor,No
79,Male,Nsanje,Southern,Rural,Retail,Self Employed,532170,Secondary,15,431154,588,2172753,2,No,0,4,23.9,Poor,Yes
35,Male,Neno,Southern,Rural,Retail,Employed,411968,Secondary,10,765570,496,129724,7,No,0,8,19.8,Fair,Yes
28,Female,Lilongwe,Central,Rural,SME,Employed,517231,Tertiary,30,1742537,582,1770984,6,No,0,6,28.3,Good,No
26,Female,Dedza,Central,Rural,SME,Employed,88011,Primary,1,551490,505,1787166,1,No,5,5,21.1,Fair,No
26,Female,Nkhotakota,Central,Rural,SME,Self Employed,1705502,Tertiary,21,2128558,390,1729877,4,No,0,7,28.9,Fair,No
64,Male,Nkhata Bay,Northern,Rural,SME,Self Employed,440186,Secondary,28,595410,313,26344,2,No,3,10,43.9,Poor,No
22,Male,Mwanza,Southern,Rural,Retail,Self Employed,197906,Secondary,13,1035893,757,28811,6,No,0,5,42.8,Poor,Yes
87,Male,Chiradzulu,Southern,Rural,Retail,Employed,933499,Secondary,19,1948927,407,48682,7,No,1,1,44.0,Good,No
26,Female,Mzimba,Northern,Rural,SME,Not Employed,64933,Secondary,27,1804750,355,1535966,2,No,2,7,18.2,Poor,Yes
24,Female,Mzimba,Northern,Rural,Retail,Employed,914098,Secondary,7,2558521,487,2067334,2,No,0,2,46.3,Fair,No
27,Male,Mwanza,Southern,Rural,SME,Employed,2113257,Tertiary,22,3575272,531,1026799,2,No,1,10,35.0,Poor,Yes
27,Female,Salima,Central,Rural,Retail,Self Employed,527701,Tertiary,24,704935,837,527178,6,No,0,6,12.5,Fair,Yes
96,Female,Mulanje,Southern,Rural,SME,Not Employed,66037,Primary,3,315927,515,1164428,6,No,0,1,42.9,Poor,No
86,Female,Dedza,Central,Rural,Retail,Employed,225528,Primary,20,277956,579,2186814,4,No,1,1,47.2,Poor,Yes
51,Female,Kasungu,Central,Rural,SME,Employed,191389,Primary,24,1914198,392,21295,7,No,0,9,45.2,Poor,No
27,Male,Salima,Central,Rural,SME,Self Employed,40295,Primary,12,2144426,583,590385,4,No,1,5,37.5,Poor,Yes
89,Female,Likoma,Northern,Rural,SME,Employed,63291,Primary,24,943692,441,222467,2,No,2,5,46.7,Good,Yes
93,Female,Phalombe,Southern,Rural,SME,Not Employed,44196,Primary,9,442232,474,1190772,4,No,0,4,23.5,Poor,Yes
35,Male,Dowa,Central,Rural,SME,Not Employed,65590,Primary,21,740985,491,1125945,1,No,0,1,34.8,Poor,Yes
45,Male,Chiradzulu,Southern,Rural,Retail,Not Employed,26693,Secondary,24,168557,693,1621209,2,No,1,10,48.4,Fair,Yes
87,Male,Thyolo,Southern,Rural,Retail,Self Employed,54681,Primary,15,652640,415,1061533,1,No,2,3,14.3,Poor,Yes
16,Male,Salima,Central,Rural,Retail,Self Employed,1774511,Tertiary,2,951262,557,1959389,2,Yes,0,3,42.2,Poor,Yes
38,Male,Machinga,Southern,Rural,SME,Not Employed,50543,Primary,16,449582,551,2160298,2,No,2,6,15.8,Poor,No
56,Female,Dedza,Central,Rural,Retail,Employed,57786,Primary,17,1467968,418,360365,4,No,2,9,48.0,Poor,Yes
44,Female,Mchinji,Central,Rural,SME,Employed,931191,Tertiary,5,3202494,430,30215,5,No,0,9,38.1,Poor,No
80,Female,Karonga,Northern,Rural,Retail,Not Employed,84422,Primary,16,1866993,448,1484509,2,No,2,6,45.2,Poor,No
27,Male,Thyolo,Southern,Rural,Retail,Not Employed,54783,Secondary,2,282403,660,648895,5,No,4,6,28.3,Poor,No
89,Male,Phalombe,Southern,Rural,SME,Employed,1675053,Tertiary,19,738082,480,242674,6,No,0,9,28.4,Poor,Yes
27,Female,Chikwawa,Southern,Rural,Retail,Employed,291318,Secondary,25,3733743,587,1593050,5,No,2,2,34.0,Poor,Yes
80,Female,Chikwawa,Southern,Rural,Retail,Self Employed,119440,Primary,28,778563,521,403019,2,No,1,4,37.9,Poor,No
43,Male,Kasungu,Central,Rural,Retail,Employed,724050,Tertiary,2,871399,579,2054751,6,No,1,4,44.8,Poor,Yes
19,Male,Ntcheu,Central,Rural,Retail,Self Employed,438487,Secondary,18,538820,713,476496,1,No,2,10,10.9,Good,No
20,Female,Mchinji,Central,Semi Urban,Retail,Self Employed,167093,Primary,24,807610,469,17063,1,No,13,8,13.0,Fair,Yes
32,Female,Mwanza,Southern,Rural,SME,Self Employed,291829,Secondary,5,169663,599,1605612,7,No,1,6,35.7,Poor,No
21,Male,Neno,Southern,Rural,Retail,Self Employed,201063,Secondary,24,96177,667,596486,7,No,2,5,38.9,Fair,No
70,Male,Likoma,Northern,Rural,Retail,Not Employed,89448,Primary,15,335716,471,1715808,2,No,1,4,19.1,Good,Yes
25,Male,Nkhotakota,Central,Rural,SME,Employed,63884,Primary,23,541932,707,994356,1,No,1,4,44.5,Poor,Yes
54,Female,Mzimba,Northern,Rural,Retail,Not Employed,16881,Primary,23,790512,716,1808600,3,No,0,7,44.7,Poor,Yes
17,Female,Nkhotakota,Central,Rural,Retail,Not Employed,81815,Secondary,6,3043934,517,1975376,1,No,3,9,36.4,Poor,Yes
23,Female,Balaka,Southern,Rural,Corporate,Self Employed,599610,Secondary,30,463028,381,1437875,2,No,2,8,46.2,Fair,No
46,Female,Nkhata Bay,Northern,Rural,Retail,Employed,158226,Primary,9,982363,402,710437,2,No,0,5,49.2,Fair,Yes
17,Male,Nsanje,Southern,Rural,Corporate,Employed,918083,Secondary,7,782082,572,830320,7,No,0,6,40.1,Fair,Yes
58,Male,Phalombe,Southern,Rural,Retail,Not Employed,59985,Tertiary,28,631242,412,1134510,5,No,3,8,30.0,Fair,Yes
16,Female,Mchinji,Central,Rural,SME,Self Employed,1673911,Tertiary,11,1338031,523,403623,7,No,2,10,45.7,Fair,Yes
38,Female,Chiradzulu,Southern,Rural,Retail,Not Employed,86631,Tertiary,27,377114,520,1921620,1,No,5,10,36.6,Fair,No
41,Male,Chiradzulu,Southern,Rural,SME,Not Employed,97034,Primary,18,49928,600,1413767,7,No,1,4,47.9,Poor,Yes
17,Male,Mchinji,Central,Rural,SME,Not Employed,62023,Primary,2,789471,670,1610129,7,No,1,3,28.1,Poor,Yes
26,Female,Ntchisi,Central,Rural,SME,Not Employed,33987,Secondary,11,898691,583,626299,1,No,5,3,49.9,Poor,Yes
93,Female,Chikwawa,Southern,Rural,Retail,Self Employed,552440,Tertiary,25,555750,429,1950109,1,No,1,3,27.2,Poor,Yes
47,Female,Mulanje,Southern,Rural,Retail,Employed,149814,Primary,3,212900,683,8811,7,No,1,5,46.5,Poor,No
87,Female,Thyolo,Southern,Rural,Retail,Not Employed,56378,Secondary,23,528925,678,1095011,1,No,2,7,48.7,Poor,No
20,Male,Salima,Central,Rural,Retail,Not Employed,15259,Tertiary,24,2529541,382,141703,2,No,4,7,38.4,Fair,No
26,Male,Nkhata Bay,Northern,Rural,SME,Self Employed,13668,Primary,8,2705529,500,1152591,2,No,1,1,29.5,Fair,Yes
16,Male,Ntchisi,Central,Semi Urban,SME,Not Employed,49594,Primary,2,526243,475,25951,4,No,14,8,6.5,Poor,Yes
66,Male,Rumphi,Northern,Rural,Retail,Employed,105007,Primary,1,929594,513,155743,1,No,0,3,22.6,Fair,Yes
90,Male,Dedza,Central,Rural,Retail,Self Employed,99386,Primary,22,3237691,389,1952772,7,No,0,7,32.3,Poor,No
20,Male,Mchinji,Central,Rural,Retail,Not Employed,15210,Primary,28,1097662,330,215395,5,Yes,0,9,37.5,Poor,Yes
29,Female,Thyolo,Southern,Rural,Retail,Employed,782401,Secondary,25,1207001,304,95153,4,Yes,0,10,10.7,Poor,Yes
77,Male,Dedza,Central,Rural,Retail,Employed,696116,Tertiary,14,804872,589,1212827,2,No,1,6,16.7,Fair,Yes
53,Female,Balaka,Southern,Rural,Retail,Employed,1357570,Tertiary,14,851879,507,1196523,3,No,1,9,15.9,Poor,Yes
94,Female,Ntcheu,Central,Rural,Retail,Not Employed,69895,Primary,27,210066,431,222728,1,No,3,7,27.5,Fair,Yes
74,Female,Mchinji,Central,Rural,Retail,Not Employed,50662,Primary,3,178410,356,1948010,4,Yes,1,6,22.7,Poor,No
52,Female,Karonga,Northern,Rural,Corporate,Self Employed,594349,Secondary,17,212853,537,12673,1,No,1,8,29.7,Fair,Yes
47,Male,Likoma,Northern,Rural,Retail,Not Employed,84136,Tertiary,13,2537945,392,2006152,6,No,0,7,29.8,Poor,Yes
27,Male,Ntcheu,Central,Rural,SME,Employed,282423,Secondary,19,1602135,551,1375791,2,No,0,6,25.8,Fair,Yes
30,Male,Dowa,Central,Rural,SME,Not Employed,13018,Secondary,19,129469,583,1734026,2,No,2,4,21.7,Poor,No
92,Male,Mulanje,Southern,Rural,Retail,Not Employed,16237,Primary,4,704863,826,487658,1,No,2,8,34.0,Fair,Yes
67,Male,Ntchisi,Central,Rural,Corporate,Not Employed,90680,Secondary,1,137473,588,21730,7,No,1,4,40.8,Poor,No
23,Male,Rumphi,Northern,Rural,Retail,Not Employed,84459,Primary,13,197326,631,1133075,4,No,5,10,37.2,Poor,Yes
95,Female,Lilongwe,Central,Rural,Retail,Employed,51238,Primary,19,1590149,443,905493,6,No,2,9,25.0,Poor,Yes
76,Female,Chikwawa,Southern,Rural,SME,Self Employed,461007,Secondary,24,1631817,519,13404,5,No,1,6,21.3,Poor,Yes
30,Male,Chitipa,Northern,Rural,SME,Employed,2026675,Tertiary,18,466340,569,1029202,5,No,1,7,31.1,Poor,Yes
26,Male,Thyolo,Southern,Rural,SME,Employed,546004,Secondary,4,569540,535,75887,6,No,4,1,17.9,Poor,No
51,Female,Kasungu,Central,Rural,Retail,Not Employed,41496,Secondary,21,3734794,474,985902,7,No,0,7,45.1,Good,Yes
